2024-06-17 16:26:47.030 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W042-002A'
2024-06-17 16:26:56.730 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W042-002A'
2024-06-17 16:26:56.754 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W117-001'
2024-06-17 16:26:56.756 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W099-001'
2024-06-17 16:26:56.759 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W082-003'
2024-06-17 16:26:56.813 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b7398cee0> is not in list
2024-06-17 16:26:56.885 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W042-002A'
2024-06-17 16:26:56.909 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W117-001'
2024-06-17 16:26:56.910 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W099-001'
2024-06-17 16:26:56.915 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W082-003'
2024-06-17 16:26:56.976 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b788f8460> is not in list
2024-06-17 16:26:57.054 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W042-002A'
2024-06-17 16:26:57.080 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W117-001'
2024-06-17 16:26:57.081 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W099-001'
2024-06-17 16:26:57.084 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W082-003'
2024-06-17 16:26:57.135 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b788e6ca0> is not in list
2024-06-17 16:26:57.221 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W042-002A'
2024-06-17 16:26:57.246 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W117-001'
2024-06-17 16:26:57.248 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W099-001'
2024-06-17 16:26:57.251 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W082-003'
2024-06-17 16:26:57.306 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b7388ac10> is not in list
2024-06-17 16:26:57.381 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W042-002A'
2024-06-17 16:26:57.401 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W117-001'
2024-06-17 16:26:57.402 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W099-001'
2024-06-17 16:26:57.405 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W082-003'
2024-06-17 16:26:57.455 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b73bd8eb0> is not in list
2024-06-17 16:26:57.532 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W042-002A'
2024-06-17 16:26:57.553 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W117-001'
2024-06-17 16:26:57.554 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W099-001'
2024-06-17 16:26:57.558 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W082-003'
2024-06-17 16:26:57.612 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b78337dc0> is not in list
2024-06-17 16:26:57.703 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W042-002A'
2024-06-17 16:26:57.726 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W117-001'
2024-06-17 16:26:57.728 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W099-001'
2024-06-17 16:26:57.732 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W082-003'
2024-06-17 16:26:57.810 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b78468dc0> is not in list
2024-06-17 16:26:57.892 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W042-002A'
2024-06-17 16:26:57.915 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W117-001'
2024-06-17 16:26:57.916 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W099-001'
2024-06-17 16:26:57.921 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W082-003'
2024-06-17 16:26:57.981 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b78acfe50> is not in list
2024-06-17 16:26:58.057 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W042-002A'
2024-06-17 16:26:58.077 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W117-001'
2024-06-17 16:26:58.079 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W099-001'
2024-06-17 16:26:58.084 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W082-003'
2024-06-17 16:26:58.152 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b7365b160> is not in list
2024-06-17 16:26:58.221 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W042-002A'
2024-06-17 16:26:58.246 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W117-001'
2024-06-17 16:26:58.247 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W099-001'
2024-06-17 16:26:58.250 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W082-003'
2024-06-17 16:26:58.308 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b78cce5b0> is not in list
2024-06-17 16:26:58.378 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W042-002A'
2024-06-17 16:26:58.404 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W117-001'
2024-06-17 16:26:58.405 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W099-001'
2024-06-17 16:26:58.408 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W082-003'
2024-06-17 16:26:58.479 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b73d1cdf0> is not in list
2024-06-17 16:26:58.843 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W042-002A'
2024-06-17 16:26:58.865 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W117-001'
2024-06-17 16:26:58.867 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W099-001'
2024-06-17 16:26:58.872 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W082-003'
2024-06-17 16:26:58.942 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b73d74610> is not in list
2024-06-17 16:26:59.019 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W042-002A'
2024-06-17 16:26:59.042 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W117-001'
2024-06-17 16:26:59.043 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W099-001'
2024-06-17 16:26:59.047 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W082-003'
2024-06-17 16:26:59.102 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b73e8f370> is not in list
2024-06-17 16:26:59.196 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W042-002A'
2024-06-17 16:26:59.226 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W117-001'
2024-06-17 16:26:59.228 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W099-001'
2024-06-17 16:26:59.232 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W082-003'
2024-06-17 16:26:59.298 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b78468c10> is not in list
2024-06-17 16:26:59.380 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W042-002A'
2024-06-17 16:26:59.407 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W117-001'
2024-06-17 16:26:59.408 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W099-001'
2024-06-17 16:26:59.411 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W082-003'
2024-06-17 16:26:59.468 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b7830bcd0> is not in list
2024-06-17 16:26:59.548 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W042-002A'
2024-06-17 16:26:59.575 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W117-001'
2024-06-17 16:26:59.577 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W099-001'
2024-06-17 16:26:59.582 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W082-003'
2024-06-17 16:26:59.635 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b7365b280> is not in list
2024-06-17 16:26:59.711 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W042-002A'
2024-06-17 16:26:59.733 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W117-001'
2024-06-17 16:26:59.734 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W099-001'
2024-06-17 16:26:59.737 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W082-003'
2024-06-17 16:26:59.794 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b73d742e0> is not in list
2024-06-17 16:26:59.859 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W042-002A'
2024-06-17 16:26:59.878 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W117-001'
2024-06-17 16:26:59.879 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W099-001'
2024-06-17 16:26:59.882 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W082-003'
2024-06-17 16:26:59.939 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b739fe940> is not in list
2024-06-17 16:27:00.010 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W042-002A'
2024-06-17 16:27:00.035 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W117-001'
2024-06-17 16:27:00.036 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W099-001'
2024-06-17 16:27:00.039 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W082-003'
2024-06-17 16:27:00.097 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b786466a0> is not in list
2024-06-17 16:27:00.391 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W042-002A'
2024-06-17 16:27:00.411 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W117-001'
2024-06-17 16:27:00.412 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W099-001'
2024-06-17 16:27:00.415 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W082-003'
2024-06-17 16:27:00.466 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b786466a0> is not in list
2024-06-17 16:27:00.544 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W042-002A'
2024-06-17 16:27:00.568 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W117-001'
2024-06-17 16:27:00.571 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W099-001'
2024-06-17 16:27:00.575 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W082-003'
2024-06-17 16:27:00.642 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b78868f70> is not in list
2024-06-17 16:27:00.716 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W042-002A'
2024-06-17 16:27:00.738 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W117-001'
2024-06-17 16:27:00.739 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W099-001'
2024-06-17 16:27:00.742 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W082-003'
2024-06-17 16:27:00.797 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b7815a610> is not in list
2024-06-17 16:27:00.871 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W042-002A'
2024-06-17 16:27:00.891 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W117-001'
2024-06-17 16:27:00.892 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W099-001'
2024-06-17 16:27:00.949 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b788efc10> is not in list
2024-06-17 16:27:01.029 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W042-002A'
2024-06-17 16:27:01.051 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W117-001'
2024-06-17 16:27:01.053 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W099-001'
2024-06-17 16:27:01.057 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W082-003'
2024-06-17 16:27:01.111 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b786194f0> is not in list
2024-06-17 16:27:01.184 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W042-002A'
2024-06-17 16:27:01.203 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W117-001'
2024-06-17 16:27:01.204 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W099-001'
2024-06-17 16:27:01.207 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W082-003'
2024-06-17 16:27:01.257 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b739de8e0> is not in list
2024-06-17 16:27:01.342 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W042-002A'
2024-06-17 16:27:01.369 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W117-001'
2024-06-17 16:27:01.371 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W099-001'
2024-06-17 16:27:01.373 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W082-003'
2024-06-17 16:27:01.429 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b78352040> is not in list
2024-06-17 16:27:01.505 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W042-002A'
2024-06-17 16:27:01.528 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W117-001'
2024-06-17 16:27:01.530 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W099-001'
2024-06-17 16:27:01.577 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b738d8100> is not in list
2024-06-17 16:27:01.658 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W042-002A'
2024-06-17 16:27:01.687 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W117-001'
2024-06-17 16:27:01.688 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W099-001'
2024-06-17 16:27:01.692 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W082-003'
2024-06-17 16:27:01.742 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b788f8550> is not in list
2024-06-17 16:27:01.814 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W042-002A'
2024-06-17 16:27:01.842 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W117-001'
2024-06-17 16:27:01.844 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W099-001'
2024-06-17 16:27:01.847 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W082-003'
2024-06-17 16:27:01.891 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b73bf4580> is not in list
2024-06-17 16:27:01.983 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W042-002A'
2024-06-17 16:27:02.012 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W117-001'
2024-06-17 16:27:02.014 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W099-001'
2024-06-17 16:27:02.076 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b78b16730> is not in list
2024-06-17 16:27:02.160 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W042-002A'
2024-06-17 16:27:02.187 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W117-001'
2024-06-17 16:27:02.188 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W099-001'
2024-06-17 16:27:02.243 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b7830bb20> is not in list
2024-06-17 16:27:02.316 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W042-002A'
2024-06-17 16:27:02.340 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W117-001'
2024-06-17 16:27:02.342 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W099-001'
2024-06-17 16:27:02.398 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b73d1c460> is not in list
2024-06-17 16:27:02.477 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W042-002A'
2024-06-17 16:27:02.498 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W117-001'
2024-06-17 16:27:02.500 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W099-001'
2024-06-17 16:27:02.558 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b7357b850> is not in list
2024-06-17 16:27:02.630 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W042-002A'
2024-06-17 16:27:02.650 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W117-001'
2024-06-17 16:27:02.651 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W099-001'
2024-06-17 16:27:02.708 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b788f8d90> is not in list
2024-06-17 16:27:02.790 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W042-002A'
2024-06-17 16:27:02.814 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W117-001'
2024-06-17 16:27:02.816 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W099-001'
2024-06-17 16:27:02.874 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b78619fa0> is not in list
2024-06-17 16:27:02.956 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W042-002A'
2024-06-17 16:27:02.980 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W117-001'
2024-06-17 16:27:02.981 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W099-001'
2024-06-17 16:27:03.038 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b780d83d0> is not in list
2024-06-17 16:27:03.125 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W042-002A'
2024-06-17 16:27:03.148 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W117-001'
2024-06-17 16:27:03.149 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W099-001'
2024-06-17 16:27:03.201 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b78ca8520> is not in list
2024-06-17 16:27:03.478 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W042-002A'
2024-06-17 16:27:03.503 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W117-001'
2024-06-17 16:27:03.505 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W099-001'
2024-06-17 16:27:03.529 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W089-003A'
2024-06-17 16:27:03.556 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b73ad0190> is not in list
2024-06-17 16:27:03.645 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W042-002A'
2024-06-17 16:27:03.674 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W117-001'
2024-06-17 16:27:03.677 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W099-001'
2024-06-17 16:27:03.703 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W089-003A'
2024-06-17 16:27:03.734 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b78c94490> is not in list
2024-06-17 16:27:03.820 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W042-002A'
2024-06-17 16:27:03.847 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W117-001'
2024-06-17 16:27:03.849 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W099-001'
2024-06-17 16:27:03.869 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W089-003A'
2024-06-17 16:27:03.898 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b780d8580> is not in list
2024-06-17 16:27:03.979 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W042-002A'
2024-06-17 16:27:04.003 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W117-001'
2024-06-17 16:27:04.005 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W099-001'
2024-06-17 16:27:04.026 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W089-003A'
2024-06-17 16:27:04.054 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b7365bf40> is not in list
2024-06-17 16:27:04.133 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W042-002A'
2024-06-17 16:27:04.158 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W117-001'
2024-06-17 16:27:04.159 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W099-001'
2024-06-17 16:27:04.182 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W089-003A'
2024-06-17 16:27:04.212 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b7365bf40> is not in list
2024-06-17 16:27:04.299 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W042-002A'
2024-06-17 16:27:04.316 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W117-001'
2024-06-17 16:27:04.317 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W099-001'
2024-06-17 16:27:04.347 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W089-003A'
2024-06-17 16:27:04.389 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b7365bf40> is not in list
2024-06-17 16:27:04.474 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W042-002A'
2024-06-17 16:27:04.489 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W117-001'
2024-06-17 16:27:04.490 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W099-001'
2024-06-17 16:27:04.510 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W089-003A'
